"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
1033,"3212","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","4digit","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","Pigmentos (incluidos el polvo y escamillas metálicos) dispersos en medios no acuosos, líquidos o en pasta, de los tipos utilizados para la fabricación de pinturas; hojas para el marcado a fuego; tintes y demás materias colorantes presentados en formas o en envases para la venta al por menor.","Pigments, nonaqueous","Pigmentos, no acuosos",131.0
1034,"3213","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","4digit","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","Colores para la pintura artística, la enseñanza, la pintura de carteles, para matizar o para entretenimiento y colores similares, en pastillas, tubos, botes, frascos o en formas o envases similares.","Artists' colors","Colores para la pintura artística",131.0
1035,"3214","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","4digit","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","Glaziers' putty","Masilla",131.0
1036,"3215","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","4digit","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","Ink","Tinta",131.0
1037,"3301","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","4digit","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos""; resinoides; oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas, aceites fijos, ceras o materias análogas, obtenidas por enflorado o maceración; subproductos terpénicos residuales de la desterpenación de los aceites esenciales; destilados acuosos aromáticos y disoluciones acuosas de aceites esenciales.","Essential oils","Aceites esenciales",132.0
1038,"3302","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","4digit","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","Mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, de los tipos utilizados como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, de los tipos utilizados para la elaboración de bebidas.","Mixtures of odoriferous subtances","Mezclas de sustancias odoríferas",132.0
1039,"3303","Perfumes and toilet waters","4digit","Perfumes and toilet waters","Perfumes y aguas de tocador.","Perfumes","Perfumes y aguas de tocador",132.0
1040,"3304","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","4digit","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","Beauty or make-up preparations","Preparaciones de maquillaje",132.0
1041,"3305","Preparations for use on the hair","4digit","Preparations for use on the hair","Preparaciones capilares.","Hair products","Preparaciones capilares",132.0
1042,"3306","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","4digit","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","Preparaciones para higiene bucal o dental, incluidos los polvos y cremas para la adherencia de las dentaduras; hilo utilizado para limpieza de los espacios interdentales (hilo dental), en envases individuales para la venta al por menor.","Dental hygiene products","Productos de higiene dental",132.0
1043,"3307","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","4digit","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","Toiletries","Productos para afeitar",132.0
1044,"3401","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","4digit","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","Soap","Jabón",133.0
1045,"3402","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","4digit","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","Agentes de superficie orgánicos (excepto el jabón); preparaciones tensoactivas, preparaciones para lavar (incluidas las preparaciones auxiliares de lavado) y preparaciones de limpieza, aunque contengan jabón, excepto las de la partida 34.01.","Cleaning products","Agentes de limpieza orgánicos (excepto el jabón)",133.0
1046,"3403","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","4digit","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70% en peso.","Lubricants","Preparaciones lubricantes",133.0
1047,"3404","Artificial waxes and prepared waxes","4digit","Artificial waxes and prepared waxes","Ceras artificiales y ceras preparadas.","Artificial and prepared waxes","Ceras, artificiales y preparadas",133.0
1048,"3405","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","4digit","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparaciones), excepto las ceras de la partida 34.04.","Polishes and creams","Betunes y cremas",133.0
1049,"3406","Candles, tapers and the like","4digit","Candles, tapers and the like","Velas, cirios y artículos similares.","Candles","Velas",133.0
1050,"3407","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","4digit","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones llamadas ""ceras para odontología"" o ""compuestos para impresión dental"", presentadas en juegos o surtidos, en envases para la venta al por menor o en plaquitas, herraduras, barritas o formas similares; las demás preparaciones para odontología a base de yeso fraguable.","Modeling pastes","Pastas para modelar",133.0
1051,"3501","Casein, caseinates and other casein derivatives; casein glues","4digit","Casein, caseinates and other casein derivatives; casein glues","Caseína, caseinatos y demás derivados de la caseína; colas de caseína.","Casein","Caseina",133.0
1052,"3502","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","4digit","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","Albúminas (incluidos los concentrados de varias proteínas del lactosuero, con un contenido de proteínas del lactosuero superior al 80% en peso, calculado sobre materia seca), albuminatos y demás derivados de las albúminas.","Albumins (water soluble proteins)","Albúminas",134.0
1053,"3503","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","4digit","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas) y sus derivados; ictiocola; las demás colas de origen animal, excepto las colas de caseína de la partida 35.01.","Gelatin","Gelatinas",134.0
1054,"3504","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","4digit","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni comprendidos en otra parte; polvo de cueros y pieles, incluso tratado al cromo.","Peptones","Peptonas",134.0
1055,"3505","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","4digit","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados.","Dextrins and other modified starches","Dextrina y demás almidones modificados",134.0
1056,"3506","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","4digit","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","Glues and adhesives","Colas y demás adhesivos",134.0
1057,"3507","Enzymes; prepared enzymes not elsewhere specified or included","4digit","Enzymes; prepared enzymes not elsewhere specified or included","Enzimas; preparaciones enzimáticas no expresadas ni comprendidas en otra parte.","Enzymes","Enzimas",134.0
1058,"3601","Propellant powders","4digit","Propellant powders","Pólvora.","Propellant powders","Pólvora",135.0
1059,"3602","Prepared explosives, except propellent powders","4digit","Prepared explosives, except propellent powders","Explosivos preparados, excepto la pólvora.","Prepared explosives, except gunpowder","Explosivos preparados, excepto la pólvora",135.0
1060,"3603","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","4digit","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores eléctricos.","Detonators","Mechas de seguridad y cordones detonantes",135.0
1061,"3604","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","4digit","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","Artículos para fuegos artificiales, cohetes de señales o granífugos y similares, petardos y demás artículos de pirotecnia.","Fireworks","Fuegos artificiales",135.0
1062,"3605","Matches","4digit","Matches","Fósforos (cerillas), excepto los artículos de pirotecnia de la partida 36.04.","Matches","Fósforos",135.0
1063,"3606","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","4digit","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","Ferrocerio y demás aleaciones pirofóricas en cualquier forma; artículos de materias inflamables a que se refiere la Nota 2 de este Capítulo.","Ferrocerium and other pyrophoric alloys","Ferrocerio y demás aleaciones pirofóricas",135.0
1064,"3701","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","4digit","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas planas autorrevelables, sensibilizadas, sin impresionar, incluso en cargadores.","Photographic plates","Placas fotográficas",136.0
1065,"3702","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","4digit","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas autorrevelables en rollos, sensibilizadas, sin impresionar.","Photographic film in rolls","Películas fotográficas en rollos",136.0
1066,"3703","Photographic paper, paperboard and textiles, sensitized, unexposed","4digit","Photographic paper, paperboard and textiles, sensitized, unexposed","Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar.","Photographic paper","Papel fotográficos",136.0
1067,"3704","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","4digit","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar.","Photographic film, not developed","Fotográficos, sin revelar",136.0
1068,"3705","Photographic plates and film, exposed and developed, other than motion-picture film","4digit","Photographic plates and film, exposed and developed, other than motion-picture film","Placas y películas, fotográficas, impresionadas y reveladas, excepto las cinematográficas (filmes).","Photographic film, developed","Películas fotográficas, reveladas",136.0
1069,"3706","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","4digit","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","Películas cinematográficas (filmes), impresionadas y reveladas, con registro de sonido o sin él, o con registro de sonido solamente.","Motion-picture film","Películas cinematográficas",136.0
1070,"3707","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","4digit","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","Preparaciones químicas para uso fotográfico, excepto los barnices, colas, adhesivos y preparaciones similares; productos sin mezclar para uso fotográfico, dosificados o acondicionados para la venta al por menor listos para su empleo.","Chemical preparations for photographic uses","Químicas para uso fotográfico",136.0
1071,"3801","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","4digit","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","Grafito artificial; grafito coloidal o semicoloidal; preparaciones a base de grafito u otros carbonos, en pasta, bloques, plaquitas u otras semimanufacturas.","Artificial graphite","Grafito artificial",137.0
1072,"3802","Activated carbon; activated natural mineral products; animal black, including spent animal black","4digit","Activated carbon; activated natural mineral products; animal black, including spent animal black","Carbón activado; materias minerales naturales activadas; negro de origen animal, incluido el agotado.","Activated carbon","Carbón activado",137.0
1073,"3803","Tall oil, whether or not refined","4digit","Tall oil, whether or not refined","""Tall oil"", incluso refinado.","Tall oil","""Tall oil""",137.0
1074,"3804","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","4digit","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas o tratadas químicamente, incluidos los lignosulfonatos, excepto el ""tall oil"" de la partida 38.03.","Residual lyes","Lejías residuales",137.0
1075,"3805","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","4digit","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","Esencias de trementina, de madera de pino o de pasta celulósica al sulfato (sulfato de trementina) y demás esencias terpénicas procedentes de la destilación o de otros tratamientos de la madera de coníferas; dipenteno en bruto; esencia de pasta celulósica al bisulfito (bisulfito de trementina) y demás paracimenos en bruto; aceite de pino con alfa-terpineol como componente principal.","Turpentines","Esencias de trementina",137.0
1076,"3806","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","4digit","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","Colofonias y ácidos resínicos, y sus derivados; esencia y aceites de colofonia; gomas fundidas.","Rosin and resin acids","Colofonias y ácidos resínicos",137.0
1077,"3807","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","4digit","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal.","Wood tar and oils","Alquitranes de madera",137.0
1078,"3808","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","4digit","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","Insecticidas, raticidas y demás antirroedores, fungicidas, herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, desinfectantes y productos similares, presentados en formas o en envases para la venta al por menor, o como preparaciones o artículos tales como cintas, mechas y velas, azufradas, y papeles matamoscas.","Insecticides, rodenticides, fungicides, etc.","Insecticidas, raticidas, fungicidas, etc.",137.0
1079,"3809","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","4digit","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes y demás productos y preparaciones (por ejemplo: aprestos y mordientes), de los tipos utilizados en la industria textil, del papel, del cuero o industrias similares, no expresados ni comprendidos en otra parte.","Finishing agents","Aprestos y aceleradores de tintura",137.0
1080,"3810","Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods:","4digit","Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods:","Preparaciones para el decapado de metal; flujos y demás preparaciones auxiliares para soldar metal; pastas y polvos para soldar, constituidos por metal y otros productos; preparaciones del tipo de las utilizadas para recubrir o rellenar electrodos o varillas de soldadura.","Pickling preparations for metal surfaces","Preparaciones para decapar metal",137.0
1081,"3811","Antiknock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils","4digit","Antiknock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils","Preparaciones antidetonantes, inhibidores de oxidación, aditivos peptizantes, mejoradores de viscosidad, anticorrosivos y demás aditivos preparados para aceites minerales (incluida la gasolina) u otros líquidos utilizados para los mismos fines que los aceites minerales.","Anti-knock","Antidetonantes",137.0
1082,"3812","Prepared rubber accelerators; compound plasticizers for rubber or plastics, not elsewhere specified or included; antioxidizing preparations and other compound stabilizers for rubber or plastics","4digit","Prepared rubber accelerators; compound plasticizers for rubber or plastics, not elsewhere specified or included; antioxidizing preparations and other compound stabilizers for rubber or plastics","Aceleradores de vulcanización preparados; plastificantes compuestos para caucho o plástico, no expresados ni comprendidos en otra parte; preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico.","Prepared rubber accelerators","Aceleradores de vulcanización preparados",137.0
1083,"3813","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades:","4digit","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades:","Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras.","Preparations for fire extinguishers","Preparaciones para aparatos extintores",137.0
1084,"3814","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","4digit","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","Disolventes y diluyentes orgánicos compuestos, no expresados ni comprendidos en otra parte; preparaciones para quitar pinturas o barnices.","Organic composite solvents and thinners","Disolventes y diluyentes orgánicos",137.0
1085,"3815","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included","4digit","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included","Iniciadores y aceleradores de reacción y preparaciones catalíticas, no expresados ni comprendidos en otra parte.","Catalytic preparations","Preparaciones catalíticas",137.0
1086,"3816","Refractory cements, mortars, concretes except graphite","4digit","Refractory cements, mortars, concretes except graphite","Cementos, morteros, hormigones y preparaciones similares, refractarios, excepto los productos de la partida 38.01.","Refractory cements","Cementos y hormigones refractarios",137.0
1087,"3817","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902","4digit","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902","Mezclas de alquilbencenos y mezclas de alquilnaftalenos, excepto las de las partidas 27.07 ó 29.02.","Mixed alkylbenzenes","Mezclas de alquilbencenos",137.0
1088,"3818","Chemical element/compound wafers doped for electronic","4digit","Chemical element/compound wafers doped for electronic","Elementos químicos dopados para uso en electrónica, en discos, obleas (""wafers"") o formas análogas; compuestos químicos dopados para uso en electrónica.","Chemical elements for electronics","Químicos para uso en electrónica",137.0
1089,"3819","Hydraulic brake, transmission fluid <70% petroleum oil","4digit","Hydraulic brake, transmission fluid <70% petroleum oil","Líquidos para frenos hidráulicos y demás líquidos preparados para transmisiones hidráulicas, sin aceites de petróleo ni de mineral bituminoso o con un contenido inferior al 70% en peso de dichos aceites.","Hydraulic fluids","Líquidos para frenos hidráulicos",137.0
1090,"3820","Antifreezing preparations and prepared deicing fluids","4digit","Antifreezing preparations and prepared deicing fluids","Preparaciones anticongelantes y liquidos preparados para descongelar.","Antifreezing preparation","Preparaciones anticongelantes",137.0
1091,"3821","Prepared culture media for development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells","4digit","Prepared culture media for development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells","Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos los virus y organismos similares) o de células vegetales, humanas o animales.","Prepared culture media for micro-organisms","Medios de cultivo de microorganismos",137.0
1092,"3822","Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents, whether or not on a backing, other than those of heading 3002 or 3006; certified reference materials","4digit","Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents, whether or not on a backing, other than those of heading 3002 or 3006; certified reference materials","Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 30.02 ó 30.06; materiales de referencia certificados.","Diagnostic or laboratory reagents","Reactivos de diagnóstico o de laboratorio",137.0
1093,"3823","Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols","4digit","Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols","Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales.","Industrial monocarboxylic fatty acids","Ácidos grasos monocarboxílicos industriales",137.0
1094,"3901","Polymers of ethylene, in primary forms","4digit","Polymers of ethylene, in primary forms","Polímeros de etileno en formas primarias.","Polymers of ethylene","Polímeros de etileno",138.0
1095,"3902","Polymers of propylene or of other olefins, in primary forms","4digit","Polymers of propylene or of other olefins, in primary forms","Polímeros de propileno o de otras olefinas, en formas primarias.","Polymers of propylene","Polímeros de propileno",138.0
1096,"3903","Polymers of styrene, in primary forms","4digit","Polymers of styrene, in primary forms","Polímeros de estireno en formas primarias.","Polymers of styrene","Polímeros de estireno",138.0
1097,"3904","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","4digit","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias.","Polymers of vinyl chloride","Polímeros de cloruro de vinilo",138.0
1098,"3905","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms","4digit","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms","Polímeros de acetato de vinilo o de otros ésteres vinílicos, en formas primarias; los demás polímeros vinílicos en formas primarias.","Polymers of vinyl acetate","Los demás polímeros vinílicos",138.0
1099,"3906","Acrylic polymers in primary forms","4digit","Acrylic polymers in primary forms","Polímeros acrílicos en formas primarias.","Acrylic polymers","Polímeros acrílicos",138.0
1100,"3907","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","4digit","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","Poliacetales, los demás poliéteres y resinas epoxi, en formas primarias; policarbonatos, resinas alcídicas, poliésteres alílicos y demás poliésteres, en formas primarias.","Polyacetals","Poliacetales",138.0
1101,"3908","Polyamides in primary forms","4digit","Polyamides in primary forms","Poliamidas en formas primarias.","Polyamides","Poliamidas",138.0
1102,"3909","Amino-resins, phenolic resins and polyurethanes, in primary forms","4digit","Amino-resins, phenolic resins and polyurethanes, in primary forms","Resinas amínicas, resinas fenólicas y poliuretanos, en formas primarias.","Amino-resins","Resinas amínicas y poliuretanos",138.0
1103,"3910","Silicones in primary forms","4digit","Silicones in primary forms","Siliconas en formas primarias","Silicones in primary forms","Siliconas en formas primarias",138.0
